Ticker,,
,,
ABEV3,,
AGRO3,,
ALOS3,,
ALPA4,,
AURE3,,
AZUL4,,
B3SA3,,
BBAS3,,
BBDC4,,
BBSE3,,
BEEF3,,
BHIA3,,
BPAC11,,
BRAP4,,
BRAV3,,
BRFS3,,
BRKM5,,
CCRO3,,
CMIG4,,
CMIN3,,
COGN3,,
CPFE3,,
CPLE6,,
CRFB3,,
CSAN3,,
CSMG3,,
CSNA3,,
CXSE3,,
CYRE3,,
DXCO3,,
EGIE3,,
ELET3,,
EMBR3,,
ENEV3,,
ENGI11,,
EQTL3,,
FLRY3,,
GGBR4,,
GOAU4,,
HAPV3,,
HYPE3,,
IGTI11,,
INBR32,,
IRBR3,,
ISAE4,,
ITSA4,,
ITUB4,,
JBSS3,,
KLBN11,,
LREN3,,
MGLU3,,
MRFG3,,
MRVE3,,
MULT3,,
NTCO3,,
PAGS34,,
PETR4,,
PRIO3,,
RADL3,,
RAIL3,,
RAIZ4,,
RDOR3,,
RECV3,,
RENT3,,
ROXO34,,
SANB11,,
SAPR11,,
SBSP3,,
SLCE3,,
SMTO3,,
SUZB3,,
TAEE11,,
TIMS3,,
TOTS3,,
UGPA3,,
USIM5,,
VALE3,,
VAMO3,,
VBBR3,,
VIVT3,,
WEGE3,,
XPBR31,,
YDUQ3,,
AC,,
AGUA,,
ALFAA,,
ALPEKA,,
ALSEA,,
BBAJIOO,,
BIMBOA,,
BOLSAA,,
CHDRAUIB,,
CUERVO,,
GAPB,,
GCARSOA1,,
GCC,,
GENTERA,,
GFINBURO,,
GFNORTEO,,
GMEXICOB,,
GRUMAB,,
KIMBERA,,
KOFUBL,,
LABB,,
MEGACPO,,
ORBIA,,
PE&OLES,,
PINFRA,,
Q,,
RA,,
TRAXIONA,,
VESTA,,
VOLARA,,
WALMEX,,
1COV,,
8TRA,,
A5G,,
AALB,,
ABI,,
ABN,,
AC,,
ACA,,
ACE,,
ACS,,
ACX,,
AD,,
ADP,,
ADS,,
ADYEN,,
AENA,,
AF,,
AFX,,
AGN,,
AGS,,
AI,,
AIR,,
AIXA,,
AKE,,
AKZA,,
ALO,,
ALV,,
AM,,
AMP,,
AMS,,
AMUN,,
ANA,,
ANDR,,
ANE,,
AOF,,
ARCAD,,
ASM,,
ASML,,
ASRNL,,
ATE,,
AYV,,
AZM,,
B4B,,
BAMI,,
BAS,,
BAYN,,
BB,,
BC8,,
BCP,,
BCU,,
BEI,,
BEKB,,
BESI,,
BFIT,,
BG,,
BIM,,
BIRG,,
BKT,,
BMED,,
BMW,,
BN,,
BNP,,
BNR,,
BOSS,,
BVI,,
BZU,,
CA,,
CABK,,
CAP,,
CBK,,
CDI,,
CGCBV,,
CIE,,
CLNX,,
COL,,
CON,,
COP,,
CPR,,
CS,,
DB1,,
DBK,,
DEC,,
DG,,
DHER,,
DHL,,
DIA,,
DIE,,
DMP,,
DSY,,
DTE,,
DTG,,
DWS,,
EBS,,
ECV,,
EDEN,,
EDPR,,
EL,,
ELE,,
ELIS,,
ELISA,,
EN,,
ENEL,,
ENG,,
ENGI,,
ENR,,
ENX,,
EOAN,,
ERF,,
ERG,,
EVD,,
EVK,,
EVT,,
EXO,,
FBK,,
FDJ,,
FDR,,
FER,,
FGR,,
FIE,,
FME,,
FNTN,,
FORTUM,,
FR,,
FRA,,
FRE,,
FRVIA,,
G,,
G1A,,
G24,,
GALP,,
GBLB,,
GCO,,
GEST,,
GET,,
GL9,,
GLE,,
GLPG,,
GRF,,
GXI,,
HAG,,
HEI,,
HEIA,,
HEN,,
HER,,
HFG,,
HLAG,,
HNR1,,
HO,,
HOT,,
HUH1V,,
IAG,,
IBE,,
IFX,,
IG,,
IMCD,,
INPST,,
IPN,,
IRE,,
ISP,,
ITX,,
IVG,,
JDEP,,
JMT,,
KBC,,
KBX,,
KCR,,
KER,,
KESKOB,,
KGX,,
KNEBV,,
KPN,,
KRN,,
KRX,,
KRZ,,
LDO,,
LHA,,
LI,,
LIGHT,,
LOG,,
LR,,
LXS,,
MAP,,
MB,,
MBG,,
MC,,
MF,,
ML,,
MONC,,
MRK,,
MRL,,
MT,,
MTX,,
MUV2,,
NDA,,
NDA,,
NDX1,,
NEM,,
NEOEN,,
NESTE,,
NEX,,
NEXI,,
NN,,
NTGY,,
NVG,,
OCI,,
OMV,,
OR,,
ORA,,
ORNBV,,
P911,,
PHIA,,
PIRC,,
PROX,,
PRX,,
PRY,,
PST,,
PUB,,
PUMD,,
RAA,,
RACE,,
RAND,,
RBI,,
RCO,,
REC,,
REE,,
REP,,
REY,,
RF,,
RHM,,
RI,,
RMS,,
RNO,,
RRTL,,
RUI,,
RWE,,
RXL,,
RYAAY,,
S92,,
SAB,,
SAF,,
SAMPO,,
SAN,,
SAN,,
SAP,,
SBMO,,
SCR,,
SESG,,
SGO,,
SHA,,
SHEL,,
SHL,,
SIE,,
SIX2,,
SK,,
SOF,,
SOI,,
SOLB,,
SPIE,,
SRG,,
SRT3,,
STERV,,
STM,,
SU,,
SW,,
SY1,,
TEF,,
TEP,,
TIETO,,
